,i,t,x,v,E,EKS,ekin,ekin_u
93,93,465,"[[0.0490795 0.0490795 0.0490795]
 [2.5159205 2.5159205 2.5159205]]","[[ 0.00019284  0.00019284  0.00019284]
 [-0.00019284 -0.00019284 -0.00019284]]",-8.241584275400704,-8.247322090670423,0.005711641185303659,2.6174084415268033e-05
94,94,470,"[[0.05004705 0.05004705 0.05004705]
 [2.51495295 2.51495295 2.51495295]]","[[ 0.00019417  0.00019417  0.00019417]
 [-0.00019417 -0.00019417 -0.00019417]]",-8.241584278760508,-8.247401423271471,0.005790509305015422,2.663520594752876e-05
95,95,475,"[[0.05102118 0.05102118 0.05102118]
 [2.51397882 2.51397882 2.51397882]]","[[ 0.00019547  0.00019547  0.00019547]
 [-0.00019547 -0.00019547 -0.00019547]]",-8.24158428217976,-8.247479808153782,0.005868423000159466,2.710297386311983e-05
96,96,480,"[[0.05200175 0.05200175 0.05200175]
 [2.51299825 2.51299825 2.51299825]]","[[ 0.00019675  0.00019675  0.00019675]
 [-0.00019675 -0.00019675 -0.00019675]]",-8.241584285642158,-8.247557194134075,0.005945335704758456,2.757278715698665e-05
97,97,485,"[[0.05298864 0.05298864 0.05298864]
 [2.51201136 2.51201136 2.51201136]]","[[ 0.000198  0.000198  0.000198]
 [-0.000198 -0.000198 -0.000198]]",-8.241584289113273,-8.247633529438973,0.006021205724558063,2.8034601142564864e-05
98,98,490,"[[0.05398172 0.05398172 0.05398172]
 [2.51101828 2.51101828 2.51101828]]","[[ 0.00019922  0.00019922  0.00019922]
 [-0.00019922 -0.00019922 -0.00019922]]",-8.24158429256559,-8.247708762234067,0.006095995929728692,2.8473738747430908e-05
99,99,495,"[[0.05498087 0.05498087 0.05498087]
 [2.51001913 2.51001913 2.51001913]]","[[ 0.00020042  0.00020042  0.00020042]
 [-0.00020042 -0.00020042 -0.00020042]]",-8.241584295970846,-8.247782841080667,0.006169669212135198,2.8875897687945487e-05
100,100,500,"[[0.05598596 0.05598596 0.05598596]
 [2.50901404 2.50901404 2.50901404]]","[[ 0.0002016  0.0002016  0.0002016]
 [-0.0002016 -0.0002016 -0.0002016]]",-8.241584299322916,-8.247855715363523,0.006242184162862128,2.9231877745716932e-05
101,101,505,"[[0.05699685 0.05699685 0.05699685]
 [2.50800315 2.50800315 2.50800315]]","[[ 0.00020275  0.00020275  0.00020275]
 [-0.00020275 -0.00020275 -0.00020275]]",-8.24158430265356,-8.247927335376605,0.006313493175260517,2.953954778430576e-05
102,102,510,"[[0.05801342 0.05801342 0.05801342]
 [2.50698658 2.50698658 2.50698658]]","[[ 0.00020387  0.00020387  0.00020387]
 [-0.00020387 -0.00020387 -0.00020387]]",-8.241584305996458,-8.247997651849166,0.006383542197134498,2.9803655573558407e-05
103,103,515,"[[0.05903553 0.05903553 0.05903553]
 [2.50596447 2.50596447 2.50596447]]","[[ 0.00020496  0.00020496  0.00020496]
 [-0.00020496 -0.00020496 -0.00020496]]",-8.241584309368132,-8.248066615407966,0.006452271636480121,3.003440335300749e-05
104,104,520,"[[0.06006305 0.06006305 0.06006305]
 [2.50493695 2.50493695 2.50493695]]","[[ 0.00020603  0.00020603  0.00020603]
 [-0.00020603 -0.00020603 -0.00020603]]",-8.241584312764779,-8.248134176319143,0.0065196183988973895,3.0245155467197644e-05
105,105,525,"[[0.06109583 0.06109583 0.06109583]
 [2.50390417 2.50390417 2.50390417]]","[[ 0.00020707  0.00020707  0.00020707]
 [-0.00020707 -0.00020707 -0.00020707]]",-8.241584316156732,-8.248200284562877,0.006585518545012732,3.044986113291924e-05
106,106,530,"[[0.06213373 0.06213373 0.06213373]
 [2.50286627 2.50286627 2.50286627]]","[[ 0.00020808  0.00020808  0.00020808]
 [-0.00020808 -0.00020808 -0.00020808]]",-8.241584319517292,-8.248264890290486,0.006649910174333694,3.066059886048305e-05
107,107,535,"[[0.06317661 0.06317661 0.06317661]
 [2.50182339 2.50182339 2.50182339]]","[[ 0.00020906  0.00020906  0.00020906]
 [-0.00020906 -0.00020906 -0.00020906]]",-8.241584322864156,-8.248327944214363,0.0067127359973969776,3.0885352810463604e-05
108,108,540,"[[0.06422432 0.06422432 0.06422432]
 [2.50077568 2.50077568 2.50077568]]","[[ 0.00021001  0.00021001  0.00021001]
 [-0.00021001 -0.00021001 -0.00021001]]",-8.241584326215746,-8.24838939737578,0.006773944184372493,3.112697566117121e-05
109,109,545,"[[0.0652767 0.0652767 0.0652767]
 [2.4997233 2.4997233 2.4997233]]","[[ 0.00021093  0.00021093  0.00021093]
 [-0.00021093 -0.00021093 -0.00021093]]",-8.241584329547917,-8.248449200906826,0.006833486694913451,3.138466399445126e-05
110,110,550,"[[0.06633362 0.06633362 0.06633362]
 [2.49866638 2.49866638 2.49866638]]","[[ 0.00021182  0.00021182  0.00021182]
 [-0.00021182 -0.00021182 -0.00021182]]",-8.24158433284913,-8.248507306338201,0.006891316591587036,3.165689748580742e-05
111,111,555,"[[0.06739492 0.06739492 0.06739492]
 [2.49760508 2.49760508 2.49760508]]","[[ 0.00021268  0.00021268  0.00021268]
 [-0.00021268 -0.00021268 -0.00021268]]",-8.241584336134169,-8.248563665743148,0.006947386952328901,3.194265665051417e-05
112,112,560,"[[0.06846043 0.06846043 0.06846043]
 [2.49653957 2.49653957 2.49653957]]","[[ 0.00021351  0.00021351  0.00021351]
 [-0.00021351 -0.00021351 -0.00021351]]",-8.24158433939436,-8.248618231565437,0.007001652560010071,3.2239611068289415e-05
113,113,565,"[[0.06953002 0.06953002 0.06953002]
 [2.49546998 2.49546998 2.49546998]]","[[ 0.00021431  0.00021431  0.00021431]
 [-0.00021431 -0.00021431 -0.00021431]]",-8.241584342617946,-8.24867095671422,0.007054073004774895,3.25410914974229e-05
114,114,570,"[[0.07060351 0.07060351 0.07060351]
 [2.49439649 2.49439649 2.49439649]]","[[ 0.00021507  0.00021507  0.00021507]
 [-0.00021507 -0.00021507 -0.00021507]]",-8.241584345801186,-8.248721794736444,0.0071046142970670415,3.2834638190409594e-05
115,115,575,"[[0.07168076 0.07168076 0.07168076]
 [2.49331924 2.49331924 2.49331924]]","[[ 0.00021581  0.00021581  0.00021581]
 [-0.00021581 -0.00021581 -0.00021581]]",-8.241584348930598,-8.248770699910079,0.007153246813089268,3.310416639074733e-05
116,116,580,"[[0.0727616 0.0727616 0.0727616]
 [2.4922384 2.4922384 2.4922384]]","[[ 0.00021651  0.00021651  0.00021651]
 [-0.00021651 -0.00021651 -0.00021651]]",-8.241584351997133,-8.248817627452041,0.007199939836913076,3.3335617995080543e-05
117,117,585,"[[0.07384588 0.07384588 0.07384588]
 [2.49115412 2.49115412 2.49115412]]","[[ 0.00021718  0.00021718  0.00021718]
 [-0.00021718 -0.00021718 -0.00021718]]",-8.24158435501303,-8.248862533660759,0.007244655346229888,3.352330149840765e-05
118,118,590,"[[0.07493344 0.07493344 0.07493344]
 [2.49006656 2.49006656 2.49006656]]","[[ 0.00021782  0.00021782  0.00021782]
 [-0.00021782 -0.00021782 -0.00021782]]",-8.241584357996246,-8.24890537575453,0.007287344748000812,3.367301028469711e-05
119,119,595,"[[0.07602411 0.07602411 0.07602411]
 [2.48897589 2.48897589 2.48897589]]","[[ 0.00021843  0.00021843  0.00021843]
 [-0.00021843 -0.00021843 -0.00021843]]",-8.241584360942664,-8.248946111614226,0.007327951121915248,3.379954964613761e-05
120,120,600,"[[0.07711773 0.07711773 0.07711773]
 [2.48788227 2.48788227 2.48788227]]","[[ 0.000219  0.000219  0.000219]
 [-0.000219 -0.000219 -0.000219]]",-8.24158436384338,-8.248984699820486,0.007366415947744998,3.39200293616122e-05
121,121,605,"[[0.07821412 0.07821412 0.07821412]
 [2.48678588 2.48678588 2.48678588]]","[[ 0.00021954  0.00021954  0.00021954]
 [-0.00021954 -0.00021954 -0.00021954]]",-8.241584366713427,-8.249021099721261,0.007402685955190211,3.404705264398442e-05
122,122,610,"[[0.07931312 0.07931312 0.07931312]
 [2.48568688 2.48568688 2.48568688]]","[[ 0.00022004  0.00022004  0.00022004]
 [-0.00022004 -0.00022004 -0.00022004]]",-8.241584369553232,-8.249055271212058,0.007436716188666505,3.4185470159010735e-05
123,123,615,"[[0.08041456 0.08041456 0.08041456]
 [2.48458544 2.48458544 2.48458544]]","[[ 0.00022051  0.00022051  0.00022051]
 [-0.00022051 -0.00022051 -0.00022051]]",-8.241584372350196,-8.249087174710851,0.007468468773484135,3.433358717159142e-05
124,124,620,"[[0.08151825 0.08151825 0.08151825]
 [2.48348175 2.48348175 2.48348175]]","[[ 0.00022095  0.00022095  0.00022095]
 [-0.00022095 -0.00022095 -0.00022095]]",-8.24158437509819,-8.249116771352128,0.007497909304673878,3.4486949264472015e-05
125,125,625,"[[0.08262403 0.08262403 0.08262403]
 [2.48237597 2.48237597 2.48237597]]","[[ 0.00022135  0.00022135  0.00022135]
 [-0.00022135 -0.00022135 -0.00022135]]",-8.241584377771408,-8.249144023157713,0.007525003154030011,3.464223227555348e-05
126,126,630,"[[0.08373171 0.08373171 0.08373171]
 [2.48126829 2.48126829 2.48126829]]","[[ 0.00022171  0.00022171  0.00022171]
 [-0.00022171 -0.00022171 -0.00022171]]",-8.24158438033285,-8.249168893476686,0.007549713936130381,3.4799207705386436e-05
127,127,635,"[[0.08484112 0.08484112 0.08484112]
 [2.48015888 2.48015888 2.48015888]]","[[ 0.00022204  0.00022204  0.00022204]
 [-0.00022204 -0.00022204 -0.00022204]]",-8.241584382788375,-8.249191347524011,0.007572005829114235,3.495890652232642e-05
128,128,640,"[[0.08595207 0.08595207 0.08595207]
 [2.47904793 2.47904793 2.47904793]]","[[ 0.00022233  0.00022233  0.00022233]
 [-0.00022233 -0.00022233 -0.00022233]]",-8.24158438515357,-8.249211352334711,0.007591848752675254,3.511842846502419e-05
129,129,645,"[[0.08706439 0.08706439 0.08706439]
 [2.47793561 2.47793561 2.47793561]]","[[ 0.00022258  0.00022258  0.00022258]
 [-0.00022258 -0.00022258 -0.00022258]]",-8.241584387422316,-8.249228876523782,0.007609221933605572,3.5267167860029146e-05
130,130,650,"[[0.08817788 0.08817788 0.08817788]
 [2.47682212 2.47682212 2.47682212]]","[[ 0.0002228  0.0002228  0.0002228]
 [-0.0002228 -0.0002228 -0.0002228]]",-8.241584389604421,-8.249243890308623,0.007624111764248881,3.53889399525399e-05
131,131,655,"[[0.08929238 0.08929238 0.08929238]
 [2.47570762 2.47570762 2.47570762]]","[[ 0.00022298  0.00022298  0.00022298]
 [-0.00022298 -0.00022298 -0.00022298]]",-8.241584391739924,-8.249256365300589,0.007636504849464372,3.5468711200766824e-05
132,132,660,"[[0.09040768 0.09040768 0.09040768]
 [2.47459232 2.47459232 2.47459232]]","[[ 0.00022312  0.00022312  0.00022312]
 [-0.00022312 -0.00022312 -0.00022312]]",-8.24158439382313,-8.249266273933378,0.0076463810696995,3.549904054833877e-05
133,133,665,"[[0.09152362 0.09152362 0.09152362]
 [2.47347638 2.47347638 2.47347638]]","[[ 0.00022323  0.00022323  0.00022323]
 [-0.00022323 -0.00022323 -0.00022323]]",-8.24158439580676,-8.24927358954148,0.007653710764354936,3.548297036463766e-05
134,134,670,"[[0.09263999 0.09263999 0.09263999]
 [2.47236001 2.47236001 2.47236001]]","[[ 0.0002233  0.0002233  0.0002233]
 [-0.0002233 -0.0002233 -0.0002233]]",-8.241584397691382,-8.249278286991087,0.007658457463288706,3.543183641726548e-05
135,135,675,"[[0.09375662 0.09375662 0.09375662]
 [2.47124338 2.47124338 2.47124338]]","[[ 0.00022333  0.00022333  0.00022333]
 [-0.00022333 -0.00022333 -0.00022333]]",-8.241584399471304,-8.249280342751618,0.007660584697511388,3.535858280223695e-05
136,136,680,"[[0.0948733 0.0948733 0.0948733]
 [2.4701267 2.4701267 2.4701267]]","[[ 0.00022332  0.00022332  0.00022332]
 [-0.00022332 -0.00022332 -0.00022332]]",-8.241584401117388,-8.249279735021705,0.007660061941221484,3.52719630961391e-05
137,137,685,"[[0.09598985 0.09598985 0.09598985]
 [2.46901015 2.46901015 2.46901015]]","[[ 0.00022328  0.00022328  0.00022328]
 [-0.00022328 -0.00022328 -0.00022328]]",-8.241584402661788,-8.249276444108382,0.007656864700645616,3.517674594872369e-05
138,138,690,"[[0.09710607 0.09710607 0.09710607]
 [2.46789393 2.46789393 2.46789393]]","[[ 0.00022319  0.00022319  0.00022319]
 [-0.00022319 -0.00022319 -0.00022319]]",-8.241584404146977,-8.249270451994004,0.007650969944308239,3.507790271976799e-05
139,139,695,"[[0.09822176 0.09822176 0.09822176]
 [2.46677824 2.46677824 2.46677824]]","[[ 0.00022307  0.00022307  0.00022307]
 [-0.00022307 -0.00022307 -0.00022307]]",-8.241584405537504,-8.249261741763325,0.007642353139907521,3.498308591446244e-05
140,140,700,"[[0.09933672 0.09933672 0.09933672]
 [2.46566328 2.46566328 2.46566328]]","[[ 0.0002229  0.0002229  0.0002229]
 [-0.0002229 -0.0002229 -0.0002229]]",-8.24158440678792,-8.249250298073086,0.007630990206636043,3.4901078530180856e-05
141,141,705,"[[0.10045075 0.10045075 0.10045075]
 [2.46454925 2.46454925 2.46454925]]","[[ 0.00022269  0.00022269  0.00022269]
 [-0.00022269 -0.00022269 -0.00022269]]",-8.241584407892486,-8.249236107825643,0.00761686199430589,3.483793885175248e-05
142,142,710,"[[0.10156365 0.10156365 0.10156365]
 [2.46343635 2.46343635 2.46343635]]","[[ 0.00022245  0.00022245  0.00022245]
 [-0.00022245 -0.00022245 -0.00022245]]",-8.241584408863474,-8.249219160270595,0.007599957596129869,3.479381099174767e-05
143,143,715,"[[0.10267521 0.10267521 0.10267521]
 [2.46232479 2.46232479 2.46232479]]","[[ 0.00022216  0.00022216  0.00022216]
 [-0.00022216 -0.00022216 -0.00022216]]",-8.241584409688539,-8.249199446853137,0.007580274439740981,3.4762724856098515e-05
144,144,720,"[[0.10378523 0.10378523 0.10378523]
 [2.46121477 2.46121477 2.46121477]]","[[ 0.00022183  0.00022183  0.00022183]
 [-0.00022183 -0.00022183 -0.00022183]]",-8.241584410333513,-8.249176961415849,0.007557815265593493,3.473581674244093e-05
145,145,725,"[[0.10489349 0.10489349 0.10489349]
 [2.46010651 2.46010651 2.46010651]]","[[ 0.00022146  0.00022146  0.00022146]
 [-0.00022146 -0.00022146 -0.00022146]]",-8.241584410820794,-8.249151700650627,0.007532584986987193,3.470484284543648e-05
146,146,730,"[[0.1059998 0.1059998 0.1059998]
 [2.4590002 2.4590002 2.4590002]]","[[ 0.00022105  0.00022105  0.00022105]
 [-0.00022105 -0.00022105 -0.00022105]]",-8.241584411226308,-8.249123663738981,0.007504590561900126,3.466195077220898e-05
147,147,735,"[[0.10710395 0.10710395 0.10710395]
 [2.45789605 2.45789605 2.45789605]]","[[ 0.00022059  0.00022059  0.00022059]
 [-0.00022059 -0.00022059 -0.00022059]]",-8.241584411574268,-8.249092851255678,0.007473842430622454,3.4597250788446326e-05
148,148,740,"[[0.10820572 0.10820572 0.10820572]
 [2.45679428 2.45679428 2.45679428]]","[[ 0.0002201  0.0002201  0.0002201]
 [-0.0002201 -0.0002201 -0.0002201]]",-8.24158441181633,-8.249059264788308,0.007440353543225483,3.449942875128825e-05
149,149,745,"[[0.10930492 0.10930492 0.10930492]
 [2.45569508 2.45569508 2.45569508]]","[[ 0.00021956  0.00021956  0.00021956]
 [-0.00021956 -0.00021956 -0.00021956]]",-8.2415844118835,-8.249022907638967,0.007404135783671824,3.4359971795229913e-05
150,150,750,"[[0.11040133 0.11040133 0.11040133]
 [2.45459867 2.45459867 2.45459867]]","[[ 0.00021898  0.00021898  0.00021898]
 [-0.00021898 -0.00021898 -0.00021898]]",-8.241584411746354,-8.248983785852044,0.007365197255432086,3.417685025779431e-05
151,151,755,"[[0.11149475 0.11149475 0.11149475]
 [2.45350525 2.45350525 2.45350525]]","[[ 0.00021836  0.00021836  0.00021836]
 [-0.00021836 -0.00021836 -0.00021836]]",-8.241584411435984,-8.248941908635262,0.007323542676327055,3.395452295087098e-05
152,152,760,"[[0.11258496 0.11258496 0.11258496]
 [2.45241504 2.45241504 2.45241504]]","[[ 0.0002177  0.0002177  0.0002177]
 [-0.0002177 -0.0002177 -0.0002177]]",-8.241584410974639,-8.24889728792816,0.007279176611688727,3.3700341832088744e-05
153,153,765,"[[0.11367176 0.11367176 0.11367176]
 [2.45132824 2.45132824 2.45132824]]","[[ 0.000217  0.000217  0.000217]
 [-0.000217 -0.000217 -0.000217]]",-8.241584410353186,-8.248849938073851,0.00723210768817365,3.342003249250509e-05
154,154,770,"[[0.11475492 0.11475492 0.11475492]
 [2.45024508 2.45024508 2.45024508]]","[[ 0.00021625  0.00021625  0.00021625]
 [-0.00021625 -0.00021625 -0.00021625]]",-8.241584409601467,-8.248799875875207,0.007182350461138059,3.311581260164401e-05
155,155,775,"[[0.11583423 0.11583423 0.11583423]
 [2.44916577 2.44916577 2.44916577]]","[[ 0.00021546  0.00021546  0.00021546]
 [-0.00021546 -0.00021546 -0.00021546]]",-8.241584408748272,-8.248747120174144,0.007129922603875109,3.2788821997813686e-05
156,156,780,"[[0.11690949 0.11690949 0.11690949]
 [2.44809051 2.44809051 2.44809051]]","[[ 0.00021462  0.00021462  0.00021462]
 [-0.00021462 -0.00021462 -0.00021462]]",-8.241584407747643,-8.24869169148802,0.007074839640214459,3.244410016274952e-05
157,157,785,"[[0.11798046 0.11798046 0.11798046]
 [2.44701954 2.44701954 2.44701954]]","[[ 0.00021375  0.00021375  0.00021375]
 [-0.00021375 -0.00021375 -0.00021375]]",-8.24158440653615,-8.248633612683552,0.0070171124335915115,3.2093713811390935e-05
158,158,790,"[[0.11904694 0.11904694 0.11904694]
 [2.44595306 2.44595306 2.44595306]]","[[ 0.00021282  0.00021282  0.00021282]
 [-0.00021282 -0.00021282 -0.00021282]]",-8.241584405098182,-8.248572909932504,0.006956750291464393,3.1754542856228056e-05
159,159,795,"[[0.12010871 0.12010871 0.12010871]
 [2.44489129 2.44489129 2.44489129]]","[[ 0.00021186  0.00021186  0.00021186]
 [-0.00021186 -0.00021186 -0.00021186]]",-8.241584403446142,-8.248509613002268,0.006893767900227204,3.144165589929355e-05
160,160,800,"[[0.12116553 0.12116553 0.12116553]
 [2.44383447 2.44383447 2.44383447]]","[[ 0.00021085  0.00021085  0.00021085]
 [-0.00021085 -0.00021085 -0.00021085]]",-8.241584401610725,-8.248443755054415,0.006828191777566055,3.116166612427729e-05
161,161,805,"[[0.1222172 0.1222172 0.1222172]
 [2.4427828 2.4427828 2.4427828]]","[[ 0.00020979  0.00020979  0.00020979]
 [-0.00020979 -0.00020979 -0.00020979]]",-8.241584399632693,-8.248375372141101,0.006760062619874916,3.0909888533357884e-05
162,162,810,"[[0.12326348 0.12326348 0.12326348]
 [2.44173652 2.44173652 2.44173652]]","[[ 0.0002087  0.0002087  0.0002087]
 [-0.0002087 -0.0002087 -0.0002087]]",-8.241584397531728,-8.248304502558796,0.006689432757244847,3.067226982203287e-05
163,163,815,"[[0.12430415 0.12430415 0.12430415]
 [2.44069585 2.44069585 2.44069585]]","[[ 0.00020755  0.00020755  0.00020755]
 [-0.00020755 -0.00020755 -0.00020755]]",-8.241584395301452,-8.248231186519225,0.0066163608229112625,3.043039486313082e-05
164,164,820,"[[0.125339 0.125339 0.125339]
 [2.439661 2.439661 2.439661]]","[[ 0.00020637  0.00020637  0.00020637]
 [-0.00020637 -0.00020637 -0.00020637]]",-8.241584392947233,-8.248155466191927,0.006540906521407033,3.016672328687713e-05
165,165,825,"[[0.12636781 0.12636781 0.12636781]
 [2.43863219 2.43863219 2.43863219]]","[[ 0.00020513  0.00020513  0.00020513]
 [-0.00020513 -0.00020513 -0.00020513]]",-8.241584390464478,-8.248077385649419,0.0064631270502773465,2.9868134662977996e-05
166,166,830,"[[0.12739035 0.12739035 0.12739035]
 [2.43760965 2.43760965 2.43760965]]","[[ 0.00020386  0.00020386  0.00020386]
 [-0.00020386 -0.00020386 -0.00020386]]",-8.241584387786803,-8.247996991031064,0.00638307552444985,2.9527719809758494e-05
167,167,835,"[[0.12840641 0.12840641 0.12840641]
 [2.43659359 2.43659359 2.43659359]]","[[ 0.00020254  0.00020254  0.00020254]
 [-0.00020254 -0.00020254 -0.00020254]]",-8.241584384849368,-8.247914331544004,0.006300801660118918,2.9145034517908313e-05
168,168,840,"[[0.12941577 0.12941577 0.12941577]
 [2.43558423 2.43558423 2.43558423]]","[[ 0.00020118  0.00020118  0.00020118]
 [-0.00020118 -0.00020118 -0.00020118]]",-8.241584381665856,-8.247829460401258,0.006216354447902672,2.8724287500112406e-05
169,169,845,"[[0.13041822 0.13041822 0.13041822]
 [2.43458178 2.43458178 2.43458178]]","[[ 0.00019977  0.00019977  0.00019977]
 [-0.00019977 -0.00019977 -0.00019977]]",-8.241584378289549,-8.24774243463124,0.006129784973427781,2.8271368262472076e-05
170,170,850,"[[0.13141352 0.13141352 0.13141352]
 [2.43358648 2.43358648 2.43358648]]","[[ 0.00019833  0.00019833  0.00019833]
 [-0.00019833 -0.00019833 -0.00019833]]",-8.241584374774344,-8.24765331424608,0.00604114704977524,2.779242195995203e-05
171,171,855,"[[0.13240147 0.13240147 0.13240147]
 [2.43259853 2.43259853 2.43259853]]","[[ 0.00019683  0.00019683  0.00019683]
 [-0.00019683 -0.00019683 -0.00019683]]",-8.241584371143407,-8.247562161398376,0.0059504952611745526,2.7294993794866312e-05
172,172,860,"[[0.13338184 0.13338184 0.13338184]
 [2.43161816 2.43161816 2.43161816]]","[[ 0.00019529  0.00019529  0.00019529]
 [-0.00019529 -0.00019529 -0.00019529]]",-8.241584367357628,-8.247469040049697,0.005857882575781394,2.679011628674231e-05
173,173,865,"[[0.13435441 0.13435441 0.13435441]
 [2.43064559 2.43064559 2.43064559]]","[[ 0.00019371  0.00019371  0.00019371]
 [-0.00019371 -0.00019371 -0.00019371]]",-8.241584363378642,-8.247374016535698,0.00576336038100051,2.629277605574737e-05
174,174,870,"[[0.13531896 0.13531896 0.13531896]
 [2.42968104 2.42968104 2.42968104]]","[[ 0.00019209  0.00019209  0.00019209]
 [-0.00019209 -0.00019209 -0.00019209]]",-8.241584359222568,-8.247277160116754,0.005666982125432669,2.581876875282138e-05
175,175,875,"[[0.13627526 0.13627526 0.13627526]
 [2.42872474 2.42872474 2.42872474]]","[[ 0.00019041  0.00019041  0.00019041]
 [-0.00019041 -0.00019041 -0.00019041]]",-8.24158435491501,-8.247178542771012,0.005568809121384373,2.537873461608585e-05
176,176,880,"[[0.1372231 0.1372231 0.1372231]
 [2.4277769 2.4277769 2.4277769]]","[[ 0.0001887  0.0001887  0.0001887]
 [-0.0001887 -0.0001887 -0.0001887]]",-8.241584350463707,-8.24707823881512,0.005468915307135235,2.4973044278628906e-05
