,i,v,x,E,EKS,ekin,t
446,446,"[[-8.74856327e-05 -8.74856327e-05 -8.74856327e-05]
 [ 8.74856327e-05  8.74856327e-05  8.74856327e-05]]","[[0.00829181 0.00829181 0.00829181]
 [2.55670819 2.55670819 2.55670819]]",-8.241590651453961,-8.242766190313993,0.001175538860032581,2230
447,447,"[[-8.52370622e-05 -8.52370622e-05 -8.52370622e-05]
 [ 8.52370622e-05  8.52370622e-05  8.52370622e-05]]","[[0.00786 0.00786 0.00786]
 [2.55714 2.55714 2.55714]]",-8.241590659618657,-8.24270654724431,0.00111588762565283,2235
448,448,"[[-8.29805137e-05 -8.29805137e-05 -8.29805137e-05]
 [ 8.29805137e-05  8.29805137e-05  8.29805137e-05]]","[[0.00743944 0.00743944 0.00743944]
 [2.55756056 2.55756056 2.55756056]]",-8.241590667331508,-8.24264825348113,0.0010575861496220874,2240
449,449,"[[-8.0716224e-05 -8.0716224e-05 -8.0716224e-05]
 [ 8.0716224e-05  8.0716224e-05  8.0716224e-05]]","[[0.00703019 0.00703019 0.00703019]
 [2.55796981 2.55796981 2.55796981]]",-8.241590674609988,-8.242591331499735,0.0010006568897480044,2245
450,450,"[[-7.84444292e-05 -7.84444292e-05 -7.84444292e-05]
 [ 7.84444292e-05  7.84444292e-05  7.84444292e-05]]","[[0.00663228 0.00663228 0.00663228]
 [2.55836772 2.55836772 2.55836772]]",-8.24159068143498,-8.242535803127769,0.0009451216927889085,2250
451,451,"[[-7.61653645e-05 -7.61653645e-05 -7.61653645e-05]
 [ 7.61653645e-05  7.61653645e-05  7.61653645e-05]]","[[0.00624575 0.00624575 0.00624575]
 [2.55875425 2.55875425 2.55875425]]",-8.241590687793128,-8.242481689562345,0.0008910017692173477,2255
452,452,"[[-7.3879263e-05 -7.3879263e-05 -7.3879263e-05]
 [ 7.3879263e-05  7.3879263e-05  7.3879263e-05]]","[[0.00587063 0.00587063 0.00587063]
 [2.55912937 2.55912937 2.55912937]]",-8.241590693693341,-8.242429011371978,0.0008383176786378962,2260
453,453,"[[-7.15863528e-05 -7.15863528e-05 -7.15863528e-05]
 [ 7.15863528e-05  7.15863528e-05  7.15863528e-05]]","[[0.00550696 0.00550696 0.00550696]
 [2.55949304 2.55949304 2.55949304]]",-8.241590699213972,-8.242377788479125,0.0007870892651518045,2265
454,454,"[[-6.92872177e-05 -6.92872177e-05 -6.92872177e-05]
 [ 6.92872177e-05  6.92872177e-05  6.92872177e-05]]","[[0.00515476 0.00515476 0.00515476]
 [2.55984524 2.55984524 2.55984524]]",-8.241590695421497,-8.242328038760649,0.0007373433391516855,2270
455,455,"[[-6.698173e-05 -6.698173e-05 -6.698173e-05]
 [ 6.698173e-05  6.698173e-05  6.698173e-05]]","[[0.00481408 0.00481408 0.00481408]
 [2.56018592 2.56018592 2.56018592]]",-8.241590694093937,-8.242279784552483,0.0006890904585468937,2275
456,456,"[[-6.46697661e-05 -6.46697661e-05 -6.46697661e-05]
 [ 6.46697661e-05  6.46697661e-05  6.46697661e-05]]","[[0.00448495 0.00448495 0.00448495]
 [2.56051505 2.56051505 2.56051505]]",-8.241590694682678,-8.242233036353333,0.0006423416706561878,2280
457,457,"[[-6.23518457e-05 -6.23518457e-05 -6.23518457e-05]
 [ 6.23518457e-05  6.23518457e-05  6.23518457e-05]]","[[0.00416739 0.00416739 0.00416739]
 [2.56083261 2.56083261 2.56083261]]",-8.241590703040046,-8.24218782376405,0.0005971207240039468,2285
